,,,2020,,,,2021,,,,,,,,,,,,2022,,,,,,,,,,,,2023,,,,,,,,,,,,2024,,,,,,,,,,,2025,,,,,,,,,,,,2026,,,,,,,
,,Grupo,Subgrupo,Clase,Subclase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Artículo,Ponderación,Octubre,Noviembre,Diciembre,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre ,Diciembre ,Enero,Febrero ,Marzo,Abril ,Mayo,Junio,Julio,Agosto
112304,0112304 Pierna de cerdo,0.0442,101.59,102.95,106.88,113.75,119.59,122.52,124.01,124.67,126.6,126.96,124.27,123.42,123.53,124.84,126.68,128.62,130.83,134.14,136.89,139.17,140.14,141.53,142.64,144.11,147.09,147.79,148.75,152.19,155.39,157.71,157.22,155.69,152.96,151.85,151.88,152.16,152.52,152.39,152.42,154.15,155.78,157.18,158,158.13,157.01,156.77,156.64,157.59,158.42,157.25,157.93,157.84,157.72,157.69,157.76,157.51,158.07,158.31,159.46,161.69,163.64,165,165.3,167.53,167.41,168,168.39,168.41,167.57,167.07,166.34
112305,0112305 Costillas de cerdo,0.0328,101.73,103.72,107.02,112.7,119.79,123.9,125.9,127.33,129.94,131,130.15,130.07,130.36,131.61,132.63,133.86,135.62,139.71,143.17,144.85,145.66,147.09,148.17,148.85,149.99,150.45,150.88,153.41,154.56,154.6,155.05,155.44,154.03,153.38,153.03,152.82,152.87,152.44,152.04,153.5,154.43,154.91,155.39,155.78,156.1,156.18,156.33,156.62,156.66,156.26,157.03,157.75,158.52,158.89,157.89,158.61,158.58,159.03,159.6,161.2,162.01,162.87,163.25,164.58,166.01,166.51,166.53,166.7,167.48,168.04,167.22
1124,01124 Otras carnes,0.0926,101.43,102.81,105.11,106.71,108.77,109.67,110.09,110.93,112.15,113.96,116.06,118.71,121.95,124.15,124.94,126.2,127.27,128.02,129.78,130.23,131.28,133.49,133.73,134.02,134.56,134.88,135.2,135.45,135.53,135.96,135.55,134.92,134.87,135.21,135.55,136.05,135.64,135.85,136.75,136.94,137.36,137.59,137.42,137.64,137.41,137.75,137.45,137.62,137.72,137.78,137.85,137.64,138.65,139.25,139.58,140.24,141.14,141.54,141.7,142.01,142.27,143.26,144.84,145.32,146.49,147.93,149.31,151.25,152.08,152.95,152.51
112402,0112402 Hígado de res,0.0926,101.43,102.81,105.11,106.71,108.77,109.67,110.09,110.93,112.15,113.96,116.06,118.71,121.95,124.15,124.94,126.2,127.27,128.02,129.78,130.23,131.28,133.49,133.73,134.02,134.56,134.88,135.2,135.45,135.53,135.96,135.55,134.92,134.87,135.21,135.55,136.05,135.64,135.85,136.75,136.94,137.36,137.59,137.42,137.64,137.41,137.75,137.45,137.62,137.72,137.78,137.85,137.64,138.65,139.25,139.58,140.24,141.14,141.54,141.7,142.01,142.27,143.26,144.84,145.32,146.49,147.93,149.31,151.25,152.08,152.95,152.51
1125,01125 Embutidos y carnes preparadas,1.5918,103.03,103.81,104.76,105.69,107.63,108.84,109.52,110.01,114.56,117.24,118.25,118.89,119.34,119.91,120.32,121.07,121.72,122.5,124.39,125.22,125.78,126.26,126.7,127.08,127.57,127.98,128.41,128.82,129.13,129.46,130.03,130.61,130.65,131,131.01,131.41,131.49,131.74,131.95,132.27,132.63,132.73,133.06,133.34,133.67,133.92,134.09,134.32,134.56,134.99,135.42,135.86,136.53,136.82,137.37,137.63,138.17,139.12,140.07,140.61,142.02,143.23,143.87,144.28,144.74,144.93,145.36,145.66,145.89,146.32,146.43
112501,0112501 Salami,0.756,103.25,104.25,104.98,105.57,107.46,108.62,109.38,109.76,116.93,120.66,121.75,122.36,122.73,123.33,123.83,124.59,125.17,126.06,128.52,129.45,130.05,130.47,130.73,131.02,131.38,131.67,131.95,132.24,132.33,132.61,133.35,133.79,134.03,134.54,134.55,135.01,135.04,135.28,135.46,135.76,136.08,136.06,136.48,136.72,136.88,136.96,136.94,137.04,137.18,137.47,137.75,138.18,139.29,139.53,140.41,140.61,141.64,143.16,144.7,145.26,146.9,148.54,149.25,149.73,150.25,150.53,150.98,151.17,151.48,152.27,152.35
112502,0112502 Chuleta ahumada,0.4393,102.68,103.3,104.73,106.14,108.31,109.83,110.36,110.88,112.94,114.62,115.37,115.89,116.24,116.73,116.94,117.68,118.37,118.92,119.94,120.64,121.08,121.48,122.06,122.61,123.22,123.78,124.16,124.64,125.05,125.26,125.55,125.71,125.19,125.41,125.29,125.67,125.94,126.24,126.45,126.81,127.24,127.38,127.5,127.84,128.47,128.99,129.36,129.81,130.26,130.7,130.89,131.11,131.13,131.32,131.33,131.49,131.68,132.06,132.48,133.09,134.78,135.88,136.59,136.99,137.33,137.45,137.66,137.95,137.99,138.08,138.17
112503,0112503 Jamones,0.1408,102.97,103.37,103.76,104.72,106.05,107.21,108.14,108.75,111.71,113.75,114.76,115.43,115.96,116.41,116.96,117.44,118.28,119.24,120.7,121.61,122.27,123.03,123.75,124.03,124.83,125.45,126.48,127.14,127.7,128.05,128.32,131.36,131.53,131.48,131.64,131.88,131.8,131.79,132.23,132.33,132.63,132.89,133.06,133.05,133.42,133.74,133.93,134.14,134.5,135.78,138.09,139.36,140.67,141.5,142.37,142.91,142.79,143.7,144.49,144.84,145.56,146.1,146.43,146.55,146.89,147.12,147.84,148.41,148.52,148.92,149.14
112504,0112504 Longaniza,0.1554,102.91,103.37,104.65,105.84,108.01,108.49,108.87,109.55,111.61,112.6,113.49,113.95,114.65,115.33,115.72,116.71,117.39,118.24,120.42,120.98,121.63,122.2,123.01,123.47,124,124.27,124.82,125.4,126.22,126.9,127.63,127.88,128.22,128.57,128.81,129.2,129.12,129.36,129.53,129.95,130.31,130.6,131.15,131.73,131.91,132.07,132.51,132.75,132.89,133.21,133.42,133.87,133.81,134.22,134.67,135.15,135.05,135.27,135.28,135.82,136.38,136.81,137.27,137.76,138.29,138.37,138.98,139.43,139.93,139.78,139.9
112506,0112506 Salchichas,0.0395,104.02,104.89,105.19,105.6,106.57,108,108.83,109.53,111.29,113.58,116.11,118.58,119.89,120.69,121.68,122.74,123.59,124,124.78,125.6,125.87,126.62,126.99,127.09,127.49,128.1,128.52,128.87,129.29,130.33,131.15,132.06,132.55,132.98,133.05,133.26,133.47,134.26,134.59,134.96,135.45,136.05,136.62,137.07,137.64,137.87,138.12,138.22,138.21,138.52,139.15,139.37,139.81,139.56,139.96,140.1,140.33,140.74,141.12,141.42,142.18,142.39,142.47,142.61,143.3,143.28,143.6,144.02,144.09,143.98,144.68
112507,0112507 Costillita ahumada de cerdo,0.0337,102.4,103.58,105.14,107.08,110.02,111.72,112.59,113.47,115.35,117.13,118.12,119.12,119.9,120.31,120.69,121.24,121.78,122.38,124.42,125.31,125.71,126.24,126.57,127.13,127.47,127.87,128.88,129.46,129.87,130.09,130.5,130.7,130.77,130.66,130.82,131.35,131.45,131.68,132.04,132.47,133.25,133.41,133.68,133.76,134.39,134.84,135.24,135.51,135.89,136.47,136.67,137.01,137.44,137.66,137.86,138.33,138.53,138.94,139.2,139.93,141.08,142.06,143.12,143.53,143.99,144.17,144.39,144.5,144.66,145.03,145.09
112508,0112508 Jamoneta,0.0271,102.79,103.15,103.71,104.56,105.72,107.37,107.9,108.3,110.28,114.26,116.07,116.89,117.97,118.92,118.66,119.09,119.58,120.47,122.63,124.09,124.73,125.55,125.81,125.84,126.92,127.64,128.55,128.79,129.14,129.83,130.63,130.91,131.26,131.43,131.62,131.83,131.54,131.81,131.84,132.22,132.31,132.44,132.56,132.99,132.97,133.44,133.91,134.38,133.92,134.28,134.47,135.16,135.48,135.92,135.82,136.32,136.81,136.98,137.85,138.08,138.12,139.11,139.43,139.62,139.87,139.67,141.18,142.26,142.88,142.87,142.87
113,0113 Pescado ,0.8793,105.44,106.05,106.54,107.26,108.8,110.25,111.3,111.91,112.52,112.91,113.36,113.92,116.29,119.55,121.56,123.21,125.49,127.54,129.22,129.72,129.92,130.28,130.6,131.44,131.83,132.45,133.07,133.12,133.15,133.01,132.96,132.52,131.83,130.91,130.07,130.16,129.9,129.44,129.14,129.22,129.22,129.62,129.45,129.5,129.66,130.03,130.34,131.14,132.6,134.05,136.12,138,139.63,141.13,142.65,143.42,144.59,146.11,148.32,151.47,156.35,158.5,159.72,160.87,162.34,164.15,166.01,166.61,166.89,167.12,167.36
1131,"01131 Pescados y mariscos frescos, refrigerados y congelados",0.3135,102.87,103.76,104.2,105.06,106.73,108.72,110.06,111.54,112.27,113.36,114.3,114.87,116.81,118.19,119.83,121.9,125.41,128.37,131.25,131.92,132.33,132.84,132.92,133.37,132.94,132.96,133.23,133.11,133.22,133.35,133.14,132.52,132.25,131.93,131.87,131.99,131.74,131.21,130.71,130.5,130.47,131.26,130.75,131.34,131.71,132.69,133.73,134.46,134.9,134.38,135.24,135.76,136.74,136.61,138.42,139.08,139.87,140.6,140.96,141.04,141.01,141.38,142.24,142.68,143.09,143.48,143.15,143.52,143.5,143.83,143.52
113101,0113101 Pescado fresco y refrigerado,0.1797,102.74,103.72,104.09,104.79,105.93,108.08,109.51,111.07,111.92,113.45,114.58,115.25,116.4,118.09,119.33,122.22,126.86,129.59,133.09,133.58,134.48,135.7,135.96,135.9,135.56,135.59,136.31,136.2,136.69,137.02,137.06,136.49,136.15,135.86,135.88,136.06,136.22,135.46,135.11,135.13,135.17,135.76,134.9,134.41,134.64,135.09,135.4,136.12,136.42,135.2,135.1,135.51,136.4,136.79,138.55,139.26,139.78,140.85,140.99,141.14,141.12,141.68,142.37,143.14,143.87,144.19,143.49,144.15,144.29,144.38,144.4
113102,0113102 Camarones,0.035,104.73,105.75,107.43,107.71,110.42,111.31,112.97,114.11,114.12,115.72,115.24,115.38,115.62,115.58,115.38,116.13,116.01,115.93,116.93,117.49,117.63,118.02,118.37,117.65,118.4,117.94,117.24,118.24,118.01,117.76,117.95,116.89,115.52,115.62,115.97,115.38,114.75,113.14,111.66,111.49,109.96,110.65,109.33,109.44,109.53,109.71,110.17,110.18,110.79,109.84,110.86,111.04,113.08,112.13,114.07,113.11,113.38,113.31,113.65,113.04,113.13,112.63,112.83,113.71,113.59,113.59,113.4,113.11,113.55,114.18,113.2
113103,0113103 Tilapia,0.0989,102.43,103.13,103.27,104.61,106.89,108.95,110.03,111.48,112.27,112.37,113.46,114.01,117.97,119.29,122.29,123.36,126.09,130.56,132.97,134.02,133.63,132.88,132.56,134.34,133.32,133.51,133.3,132.77,132.31,132.18,131.38,130.85,131.1,130.56,130.22,130.48,129.63,129.88,129.45,128.83,129.17,130.35,130.79,133.49,134.25,136.46,139.05,140.02,140.67,141.57,144.11,144.96,145.72,144.94,146.79,147.94,149.41,149.81,150.57,150.77,150.67,151,152.39,152.1,152.11,152.77,153.07,153.14,152.68,153.34,152.64
1132,01132 Pescados procesados y en conserva,0.5657,106.87,107.31,107.84,108.48,109.95,111.1,111.98,112.12,112.66,112.66,112.84,113.39,116,120.3,122.52,123.93,125.53,127.08,128.09,128.5,128.59,128.86,129.31,130.38,131.21,132.16,132.97,133.12,133.11,132.82,132.86,132.51,131.6,130.34,129.08,129.15,128.88,128.46,128.27,128.52,128.53,128.72,128.73,128.48,128.52,128.55,128.46,129.31,131.33,133.86,136.6,139.25,141.23,143.64,145,145.83,147.21,149.16,152.4,157.25,164.86,167.99,169.42,170.95,173,175.61,178.67,179.4,179.85,180.02,180.58
113201,0113201 Bacalao,0.2769,104.82,104.73,105.04,105.78,108.1,109.88,110.92,110.67,111.22,110.98,110.92,111.58,116.19,121.67,123.76,125.07,126.59,128.44,129.11,129.09,128.28,128.17,128.12,128.6,128.95,129.1,129.45,129.48,129.73,129.68,129.88,129.55,128.83,127.71,126.44,127.25,127.12,126.62,126.24,126.11,125.38,125.2,124.81,124.21,124.13,124.09,123.76,125.03,127.58,130.88,133.88,136.73,139.85,143.76,146.21,147.61,150.53,154.06,160.15,169.5,184.55,190.1,192.36,194.71,198.46,203.84,209.16,210.61,211.48,211.96,213.1
113202,0113202 Sardinas,0.1609,111.28,112.5,113.55,114.27,114.95,115.5,116.11,116.64,117.08,117.08,117.55,117.93,118.15,119.16,120.63,121.77,122.99,123.58,124.47,125.05,125.67,125.91,126.16,126.41,126.72,126.87,127.11,127.32,127.54,127.76,128.47,128.89,129.02,129.25,129.51,129.69,129.73,129.84,129.95,130.49,130.78,131.07,131.36,131.4,131.41,131.48,131.54,132.02,133.97,135.84,137.24,138.4,138.67,139.57,139.78,140.22,140.32,140.64,141.01,141.36,141.58,142.22,142.64,142.87,143.06,142.86,143.8,144.14,144.27,144.42,144.34
113203,0113203 Arenque,0.0644,103.19,103.31,103.44,103.51,104.09,104.98,105.94,106.45,106.97,107.36,107.49,108.07,110.22,121.23,127.53,130.55,133.51,136.55,138.65,140.18,142.01,143.96,146.98,153.09,157.69,164.61,169.17,169.4,167.47,164.4,161.78,159.13,153.7,146.75,140.53,137.05,135.09,133.3,132.71,133.83,136.37,138.15,138.99,139.35,139.72,139.78,139.91,140.46,141.92,144.32,151.47,159.09,162.43,164.38,164.5,164.17,163.4,164.32,165.34,166.49,167.76,169.23,170.56,172.88,174.27,174.53,175.59,174.91,174.67,173.59,173.13
113204,0113204 Atún,0.0636,108.41,109.46,110.01,110.6,111.28,111.51,112.28,112.79,113.46,114.16,114.7,115.14,115.58,116.26,116.86,117.74,119.29,120.42,122.11,122.87,123.73,124.06,124.53,125.15,125.6,126.02,126.49,126.85,127.13,127.27,127.67,127.63,127.81,127.93,127.87,128.03,128.16,128.06,128.38,128.6,128.59,128.56,128.8,128.65,128.97,129.17,129.46,129.78,130.19,131.28,131.82,132.25,132.25,132.42,133.18,133.71,133.8,134.05,134.35,134.77,135.06,135.72,136.11,136.58,136.65,136.66,137.29,137.32,137.36,137.55,138.2
114,"0114 Leche, queso y huevos ",2.9905,104.94,107.28,109.79,110.83,111.56,111.78,111.32,112.21,113.37,113.71,112.85,112.91,114.2,115.76,117.06,118.25,118.75,119.64,120.1,120.49,121.66,122.69,123.47,124.09,124.46,124.37,125.68,127.55,128.64,129.46,130.22,130.04,128.91,129.23,130.27,130.78,128.58,126.8,131.09,132.52,132.56,132.89,133.4,133.64,133.98,134.32,134.21,134.19,134.58,135.55,136.5,137.21,137.87,138.52,139.19,140.2,140.62,140.87,141.11,141.48,142.09,142.44,142.77,143.16,143.38,143.54,144.05,144.18,144.29,143.73,143.33
1141,01141 Leche,1.4924,104.3,104.8,105.36,105.66,106.14,106.58,106.85,107.31,107.8,108.25,108.59,108.73,109.19,109.61,109.94,110.85,112.47,114.08,115.09,116.23,117.57,118.68,119.59,120.55,121.42,122.01,122.57,123.51,124.63,125.63,126.33,126.77,127.46,127.95,128.41,128.72,129.08,129.71,130.02,130.43,130.98,131.49,132,132.32,132.79,133.24,133.54,133.79,133.97,134.29,134.7,135.39,136.09,136.56,137.14,137.86,138.15,138.44,138.57,138.92,139.74,140.15,140.6,141.01,141.26,141.47,141.91,141.97,142,142.1,142.26
114101,0114101 Leche en polvo,0.2573,104.56,105.13,105.9,106.2,106.48,106.87,107.09,107.55,108.07,108.4,108.75,108.84,109.04,109.39,109.45,110.8,111.76,112.75,113.62,115.3,116.54,117.77,118.44,119.21,119.79,120.38,120.83,122.28,123.88,124.94,125.57,125.88,126.56,127.02,127.1,126.91,127.28,128.28,128.61,129.23,129.92,130.26,130.63,131.07,131.85,132.62,132.87,133.01,133.37,133.68,134,135.4,137.32,138.29,139.26,141.17,142,142.57,143.08,143.45,144.15,144.32,144.82,145.72,146.12,146.35,146.7,146.05,146.36,146.54,146.12
114102,0114102 Leche evaporada,0.3044,105.99,106.63,107.23,107.86,108.49,108.86,109.21,110.04,111.09,111.79,112.23,112.25,112.65,113.15,113.61,114.14,116.95,119.88,121.43,122.31,123.05,123.43,123.7,123.95,124.36,124.57,124.91,126.23,127.94,129,129.55,129.93,130.34,130.71,130.91,131.08,131.21,131.5,131.71,131.79,131.99,132.08,132.37,132.55,132.66,133.1,133.17,133.39,133.42,133.69,133.97,134.27,134.27,134.13,134.36,134.5,134.52,134.75,134.84,135.04,135.54,135.78,136.29,136.8,136.93,136.84,137.38,137.5,137.92,137.92,138.02
114103,0114103 Leche líquida,0.556,103.91,104.17,104.51,104.74,105.13,105.66,105.93,106.28,106.52,106.82,106.95,106.94,107.42,107.83,108.09,108.91,110.03,111.32,112.09,112.77,114.15,115.53,116.28,117.26,117.88,118.28,118.79,119.19,119.91,120.31,120.63,120.89,121.57,121.95,122.58,123.1,123.58,124.33,124.7,125.08,125.66,126.5,127.13,127.33,127.88,128.18,128.56,128.89,128.95,129.32,129.99,130.78,131.41,132.04,132.75,133.28,133.47,133.74,133.69,134.31,135.74,136.47,137.01,137.32,137.61,138,138.53,138.76,138.33,138.37,138.54
114104,0114104 Leche maternizada,0.0613,102.23,103,103.7,103.54,103.76,104.08,104.17,104.21,104.58,105.06,105.48,105.92,106.21,106.43,107.11,107.85,108.8,109.36,110.14,111.23,112.49,112.89,114.35,115.8,117.93,119.27,119.87,120.64,121.47,124.98,126.91,127.01,127.21,127.45,127.91,128.13,128.32,128.48,128.57,129.08,130.03,131.04,131.69,132.12,132.6,133.17,133.93,134.59,135.01,135.24,135.52,135.76,136.55,137.01,137.37,138.02,138.22,138.71,139.24,139.25,139.8,140.23,140.49,140.77,141.39,142.07,143.12,144.07,144.07,144.61,145.85
114105,0114105 Suplementos alimenticios (Ensure y similares),0.0503,101.66,101.69,102.1,102.31,103.21,103.67,103.77,104.02,103.77,104.3,104.91,105.26,105.75,106.02,106.41,108.22,111.21,113.4,114.84,115.87,116.34,116.95,117.36,117.76,119.53,122.61,124.02,125.34,126.26,128.21,132.08,133.67,135.66,136.23,136.03,136.39,136.34,136.62,137.11,138.01,139.63,141.05,142,143.22,143.84,144.31,144.6,144.74,144.9,145.56,145.36,145.77,145.89,146.24,145.87,145.85,145.49,145.18,144.46,143.64,142.98,142.57,141.96,140.9,140.08,140.38,140.14,139.58,140.46,140.32,141.1
114106,0114106 Leche de origen vegetal,0.0307,106.39,107.37,108.06,108.9,110.29,111.76,113.08,113.71,114.66,116.09,117.91,119.53,120.53,121.25,121.84,122.41,124,126.47,128.6,129.99,130.98,132.26,132.99,133.48,133.82,134.5,134.94,135.41,137.63,139.73,140.72,141.44,142.22,143.17,144.13,144.83,145.71,146.4,146.89,147.76,148.41,148.71,149.2,149.36,149.86,150.47,150.19,150.53,151.09,151.78,152.15,152.85,153.65,154.21,154.29,155.02,155.65,155.84,156.79,157.09,157.41,158.14,158.82,159.22,159.35,159.07,160.56,160.72,161.91,161.85,162.12
114107,0114107 Leche saborizada,0.0488,102.6,102.94,103.27,103.01,103.37,103.51,103.72,104.08,104.54,104.64,104.8,104.93,105.1,105.42,105.83,106.92,108.01,109.3,110.19,110.86,112.06,113.67,114.66,115.42,116.07,116.51,116.99,117.56,117.93,118.3,118.55,118.86,119.26,119.65,120.02,120.44,120.86,121.7,122.28,122.95,123.93,125.1,125.66,126.26,126.58,127.71,128.72,129.37,129.8,130.4,130.82,131.4,131.85,132.35,133.73,134.49,134.72,134.87,135.23,135.75,136.86,137.51,137.94,138.55,138.8,139.06,139.85,140.17,140.07,140.47,140.61
114108,0114108 Leche reforzada,0.1836,103.79,104.73,105.6,105.84,106.46,106.76,106.95,107.25,107.76,108.32,108.79,109.27,110.1,110.67,111.13,112.17,114.21,115.67,116.52,118.85,121.55,123.12,125.89,128.27,130.56,131.5,132.48,133.82,134.72,136.16,137.24,138.24,139.34,140.42,141.46,141.99,142.43,142.87,143.1,143.5,143.79,143.7,144.24,144.61,145.03,145.23,145.52,145.51,145.81,145.86,146.09,146.4,146.93,147.23,147.68,148.4,148.91,149.14,149.22,149.35,149.57,149.73,150.02,150.3,150.61,150.63,150.46,150.68,150.65,150.92,151.4
1142,01142 Quesos,0.8153,103.43,104.38,105.18,106.09,107.13,107.96,108.95,109.55,110.76,111.52,111.89,112.34,112.77,113.65,114.28,115.33,116.67,118.25,119.67,120.82,122.03,123.01,123.48,124.1,124.83,125.43,126.02,126.67,127.24,127.82,128.44,128.95,129.61,130.26,130.37,130.42,130.65,130.74,130.96,131.37,131.75,132,132.24,132.39,132.43,132.7,132.86,133.19,133.33,133.58,133.92,134.38,134.89,135.41,136.33,137.82,138.48,138.91,139.22,139.46,140.03,140.39,140.7,141.12,141.35,141.36,141.96,142.01,142.33,142.38,142.65
114201,0114201 Queso blanco,0.3238,102.85,103.41,104.25,105.04,106.34,107.48,108.63,109.28,110.64,111.37,111.75,112.22,112.66,113.6,114.49,115.75,117.45,119.26,121.01,122.09,123.44,124.07,124.74,125.4,126,126.82,127.33,128.09,128.72,129.38,130.08,130.6,131.19,132.02,132.07,132.27,132.71,132.72,133.02,133.44,133.96,134.26,134.59,134.89,134.68,135.16,135.15,135.54,135.76,136.16,136.36,136.72,137.38,137.99,138.4,138.65,138.86,139.23,139.53,139.7,140.23,140.39,140.65,140.97,141.13,141.12,141.81,141.87,142.43,142.81,143.15
114202,0114202 Queso cheddar amarillo,0.2576,104.13,105.29,105.86,107.02,108.04,108.74,109.73,110.06,111.2,112.04,112.3,112.72,113.06,114.19,114.86,115.39,116.17,117.4,118.79,120,121.27,122.82,123.12,123.8,124.95,125.45,126.35,127.05,127.42,128.37,128.84,129.04,129.61,130.36,130.5,130.43,130.27,130.35,130.59,131.16,131.6,132.04,132.12,132.19,132.29,132.4,132.79,132.9,133.03,132.99,133.49,134.01,134.4,134.83,136.2,139,139.82,140.35,140.65,140.77,141.22,141.79,142.22,142.57,143.02,142.72,143.09,143.15,143.27,143.21,143.5
114203,0114203 Queso holandés,0.1199,103.83,105.17,106.19,107.12,107.59,107.86,108.6,109.58,110.89,111.72,112.13,112.67,113.18,113.74,113.88,115.05,116.48,118.25,118.85,120.24,121.12,121.88,122.34,123.17,123.54,123.77,123.95,124.19,124.74,124.3,125.15,126.47,127.92,128.32,128.92,128.88,129.61,129.6,129.99,130.14,130.21,130.26,130.57,130.54,130.7,130.82,130.89,131.54,131.72,132.05,132.31,132.81,133.27,133.62,134.93,137.03,138.58,139.05,139.68,140.63,141.68,142.23,142.64,143.6,143.45,143.92,144.82,145.21,145.31,145.25,145.18
114204,"0114204 Otros Quesos (Mozarella, Danes)",0.0509,103.5,104.33,105.3,106.03,106.51,107.03,107.25,107.45,108.48,108.58,108.62,109.16,109.36,109.81,110.08,110.94,112.42,113.89,115.25,116.4,118.24,119.94,120.16,120.6,121.29,122.23,122.98,123.96,124.7,125.17,125.27,125.33,125.2,125.17,124.5,123.78,123.92,124.24,124.01,124.32,124.46,124.13,124.68,124.43,125.22,125.11,125.35,126.04,125.61,126.03,126.8,127.22,128.22,128.85,130.01,133.31,134.58,135.11,134.95,134.98,135.62,135.52,135.74,136.32,136.25,136.35,136.55,136.21,135.7,134.92,134.88
114205,0114205 Queso de hoja,0.0631,102.72,104.22,105.13,105.81,107.11,108.11,109.5,110.47,111.21,112.21,113.1,113.32,114.17,114.57,114.94,117.1,118.49,120.02,121.45,122.25,122.72,123.01,123.25,123.23,123.65,124.01,124.31,124.78,125.73,126.37,127.2,127.72,128.26,128.63,128.61,129.24,129.02,129.61,129.28,129.61,129.86,129.94,129.98,130.3,130.56,130.97,131.2,131.23,131.41,131.82,131.94,132.65,132.63,133.28,134.03,133.84,134.08,134.2,134.42,134.25,134.51,135.05,135.16,135.09,135.8,136.27,137.11,136.67,137.6,137.39,138.14
1143,01143 Yogurt y otros productos lácteos,0.0944,103.05,103.95,104.31,104.55,104.85,105.14,105.41,105.93,106.22,106.74,107.21,107.44,107.6,108.24,108.59,108.83,109.3,109.74,110.19,110.36,110.75,110.95,110.88,111.36,111.53,111.63,111.81,112.44,112.69,113.35,113.69,113.9,114.31,114.67,114.36,114.33,114.41,114.98,115.11,115.43,115.82,116.07,116.32,116.39,117.19,117.25,116.98,117.74,117.67,118.04,118.54,118.44,118.94,118.95,119.62,119.81,120,120.05,120.02,121.77,122.89,123.25,123.43,123.89,124.5,125.27,126.6,127.15,127.78,128.43,128.2
114301,0114301 Yogurt,0.0944,103.05,103.95,104.31,104.55,104.85,105.14,105.41,105.93,106.22,106.74,107.21,107.44,107.6,108.24,108.59,108.83,109.3,109.74,110.19,110.36,110.75,110.95,110.88,111.36,111.53,111.63,111.81,112.44,112.69,113.35,113.69,113.9,114.31,114.67,114.36,114.33,114.41,114.98,115.11,115.43,115.82,116.07,116.32,116.39,117.19,117.25,116.98,117.74,117.67,118.04,118.54,118.44,118.94,118.95,119.62,119.81,120,120.05,120.02,121.77,122.89,123.25,123.43,123.89,124.5,125.27,126.6,127.15,127.78,128.43,128.2
1144,01144 Huevos,0.5885,108.96,118.1,128.29,131.51,132.53,131.36,126.89,129.32,132.27,131.69,125.87,125.18,129.93,135.48,140.31,142.55,139.09,137.24,135,132.47,133.26,134.3,135.31,135.12,133.75,130.94,135.34,141.45,143.3,144.06,145.22,142.44,133.95,133.39,137.4,139.14,126.72,115.86,136.56,142.18,140.39,140.39,141.27,141.48,141.86,142.04,140.52,139.25,140.58,144.28,147.53,148.75,149.53,150.94,151.45,152.71,153.12,153.09,153.53,153.93,153.99,154.17,154.25,154.55,154.56,154.71,155.18,155.51,155.47,152.2,149.41
114401,0114401 Huevos,0.5885,108.96,118.1,128.29,131.51,132.53,131.36,126.89,129.32,132.27,131.69,125.87,125.18,129.93,135.48,140.31,142.55,139.09,137.24,135,132.47,133.26,134.3,135.31,135.12,133.75,130.94,135.34,141.45,143.3,144.06,145.22,142.44,133.95,133.39,137.4,139.14,126.72,115.86,136.56,142.18,140.39,140.39,141.27,141.48,141.86,142.04,140.52,139.25,140.58,144.28,147.53,148.75,149.53,150.94,151.45,152.71,153.12,153.09,153.53,153.93,153.99,154.17,154.25,154.55,154.56,154.71,155.18,155.51,155.47,152.2,149.41
115,0115 Aceites y grasas ,0.6591,104.89,106.6,108.43,111.07,114.68,117.08,118.87,125.24,134.37,139.48,141.2,142.25,142.94,143.49,143.88,145.5,148.34,150.25,153.34,157.47,160.03,160.61,160.88,161.61,162.24,162.33,162.48,162.9,163.02,163.25,163.36,163.22,162.95,162.88,162.75,162.79,162.83,162.78,162.28,162.35,162.24,161.79,161.41,159.84,159.23,158.07,157.95,158.18,159.04,158.92,159.69,160.01,159.94,159.67,159.89,160.54,160.08,158.64,158.25,158.68,159.23,159.27,159.89,160.41,160.3,159.76,159.94,159.98,160.37,160.28,160.41
1151,01151 Aceites,0.5843,104.86,106.67,108.53,111.37,115.42,118.06,120.02,127.16,137.22,142.77,144.71,145.85,146.47,147,147.43,149.02,151.99,153.95,156.95,160.71,163.09,163.53,163.72,164.45,165.1,165.16,165.25,165.63,165.78,166.04,166.1,165.99,165.68,165.61,165.54,165.55,165.62,165.51,164.95,165.02,164.96,164.41,163.95,162.19,161.57,160.31,160.14,160.36,161.31,161.23,162.11,162.38,162.38,162.2,162.26,162.88,161.87,160.06,159.52,159.86,160.5,160.43,161,161.45,161.1,160.53,160.81,160.89,161.25,161.12,161.45
